miRNA	GSM1439481	GSM1439482	GSM1439483	GSM1439484	GSM1439485	GSM1439486	GSM1439487	GSM1439488	GSM1439489	GSM1439490	GSM1439491	GSM1439492	GSM1439493	GSM1439494	GSM1439495	GSM1439496	GSM1439497	GSM1439498	GSM1439499	GSM1439500	GSM1439501	GSM1439502	GSM1439503	GSM1439504
hsa-mir-548f-4-3p	0.9	0.77	0	1.1	0	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548f-5-3p	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548g-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548g-5p	8.57	5.81	7.92	4.7	5.22	6.39	5.37	9.79	4.14	6.11	5.86	7.05	1.67	7.75	1.98	4.51	7.5	2.87	1.66	1.78	1.96	4.83	0	1.7
hsa-mir-548h-1-5p	8.57	5.04	8.32	4.7	5.22	6.39	5.58	9.25	4.14	6.11	5.86	7.05	2.98	7.75	1.85	4.51	7.5	2.87	2.44	1.78	3.51	2.15	0	1.7
hsa-mir-548h-2-5p	8.57	5.04	8.32	4.7	5.22	6.39	5.58	9.25	4.14	6.11	5.86	7.05	2.98	7.75	1.85	4.51	7.5	2.87	2.44	1.78	3.51	2.15	0	1.7
hsa-mir-548h-3-5p	8.57	5.04	8.32	4.7	5.22	6.39	5.58	9.25	4.14	6.11	5.86	7.05	2.98	7.75	1.85	4.51	7.5	2.87	2.44	1.78	3.51	2.15	0	1.7
hsa-mir-548h-4-3p	1.5	2.58	0	2.29	0	0	3.28	2.19	0	3.53	0	10.07	0	2.7	0.54	0	0	0	0	3.4	0	0	0	0
hsa-mir-548h-4-5p	8.57	5.04	8.32	4.7	5.22	6.39	5.58	9.25	4.14	6.11	5.86	7.05	2.98	7.75	1.85	4.51	7.5	2.87	2.44	1.78	3.51	2.15	0	1.7
hsa-mir-548h-5-5p	8.57	5.04	8.32	4.7	5.22	6.39	5.58	9.25	4.14	6.11	5.86	7.05	2.33	7.75	2.25	4.51	7.5	2.87	2.44	1.78	3.51	2.15	0	1.7
hsa-mir-548i-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548i-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548i-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548i-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548j-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02	0	0	0	0	0	0	0	0
hsa-mir-548j-5p	9.02	5.81	2.01	1.37	0	0	0	1.64	0	0	0	0	6.55	0	4.48	0	0	0	4.67	2.55	0	0	0	0
hsa-mir-548k	9.02	11.62	14.09	2.75	0	15.97	6.06	23.02	16.56	10.58	0	0	22.92	8.11	4.07	10.03	0	0	11.67	43.32	9.3	0	0	51.07
hsa-mir-548l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67
hsa-mir-548m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548n	4.51	0	0	0	0	15.97	0.17	0	8.28	0	0	0	0	0	0	0	0	0	2.33	0	0	0	0	11.35
hsa-mir-548o-2-3p	15.78	9.69	14.09	5.49	0	0	11.35	13.16	4.14	14.11	0	0	6.55	4.05	1.63	10.03	0	4.45	4.67	1.27	9.3	0	0	8.51
hsa-mir-548o-2-5p	0	1.94	4.53	4.12	0	0	1.14	0.82	0	0	0	2.52	0.65	0	1.83	1.25	0	0	2.99	5.1	0	0	0	1.42
hsa-mir-548o-3p	15.78	9.69	14.09	5.49	0	0	11.35	13.16	4.14	14.11	0	0	6.55	4.05	1.63	10.03	0	4.45	4.67	1.27	9.3	0	0	8.51
hsa-mir-548p	0	2.71	0	0	0	0	0.76	0	0	0	0	0	0	1.35	1.36	2.51	0	0	1.17	0	3.1	0	0	0
hsa-mir-548q	0	3.87	0	2.75	0	0	0	0	0	0	0	0	0	0	2.44	0	0	0	2.33	0	9.3	0	0	0
hsa-mir-548s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548t-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548t-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548u	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55	0	0	0	5.67
hsa-mir-548v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548w	0	0	6.04	0	0	0	0.76	1.64	0	0	0	0	0	4.05	2.04	0	0	0	1.17	0	0	0	0	0
hsa-mir-548x-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548x-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548x-5p	8.57	5.81	7.92	4.7	5.22	6.39	5.37	9.79	4.14	6.11	5.86	7.05	1.67	7.75	1.98	4.51	7.5	2.87	1.66	1.78	1.96	4.83	0	1.7
hsa-mir-548y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548z	1.5	2.58	1.01	3.66	0	0	3.28	2.19	0	3.53	0	10.07	0	2.7	0.54	0	0	0	0	3.4	0	0	0	0
hsa-mir-549a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-550a-1-3p	12.02	15.5	5.37	9.16	11.6	5.32	0.5	2.19	2.76	8.23	11.47	0	7.64	4.05	0.27	1.67	0	0	0.78	4.25	9.3	3.58	0	1.89
hsa-mir-550a-1-5p	9.02	3.87	2.01	1.37	17.4	0	2.27	3.29	0	8.82	5.74	0	3.27	8.11	0	0	0	4.45	2.33	4.67	0	0	0	8.51
hsa-mir-550a-2-3p	12.02	15.5	5.37	9.16	11.6	5.32	0.5	2.19	2.76	8.23	11.47	0	7.64	4.05	0.27	1.67	0	0	0.78	4.25	9.3	3.58	0	1.89
hsa-mir-550a-2-5p	9.02	3.87	2.01	1.37	17.4	0	2.27	3.29	0	8.82	5.74	0	3.27	8.11	0	0	0	4.45	2.33	4.67	0	0	0	8.51
hsa-mir-550a-3-3p	12.02	15.5	5.37	9.16	11.6	5.32	0.5	2.19	2.76	8.23	11.47	0	7.64	4.05	0.27	1.67	0	0	0.78	4.25	9.3	3.58	0	1.89
hsa-mir-550a-3-5p	0	0	4.02	2.75	0	0	1.51	0	0	0	0	0	0	0	0	0	0	0	0	0.85	0	0	0	0
hsa-mir-550b-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-550b-1-5p	0	0	0	0	8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-550b-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-550b-2-5p	0	0	0	0	8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-551a	0	7.75	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-551b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67
hsa-mir-551b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-552-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-552-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55	0	0	0	0
hsa-mir-553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-556-3p	0	3.87	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02	0	0	0	0	0	0	0	0
hsa-mir-556-5p	4.51	0	0	0	0	0	0	0	0	0	0	0	3.27	0	0	0	0	0	2.33	2.55	0	0	0	0
hsa-mir-557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5571-3p	0	0	0	0	0	0	0	0	0	0	0	0	9.82	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5571-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5579-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5579-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5580-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5580-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5581-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5581-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5582-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5582-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5583-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5583-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5583-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5583-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5584-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5584-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5585-3p	4.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5585-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5586-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5586-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5587-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5587-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5588-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5588-5p	0	3.87	0	0	0	0	31.79	29.6	0	0	0	0	13.1	20.27	41.55	5.02	0	0	98	5.1	93	10.74	0	0
hsa-mir-5589-3p	0	0	0	0	0	0	3.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5589-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5590-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5590-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5591-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5591-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-561-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-561-5p	4.51	3.87	0	0	0	0	1.51	0	0	0	11.47	0	0	0	0.81	5.02	0	0	0	0	0	0	0	0
hsa-mir-562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5681a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5681b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5683	0	11.62	6.04	0	0	0	3.03	0	0	3.53	0	10.07	0	8.11	0	15.05	0	8.89	0	0	0	0	0	0
hsa-mir-5684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5687	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5689	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	1.09	0	0	0	0.78	0	0	10.74	0	5.67
hsa-mir-569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5690	4.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5691	0	0	0	0	0	0	0	0	0	0	0	0	6.55	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5692a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5692a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5692b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5692c-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5692c-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5695	4.51	3.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5699-3p	0	0	0	0	0	0	3.03	0	0	0	0	0	3.27	0	3.26	0	0	0	2.33	0	0	0	0	0
hsa-mir-5699-5p	0	0	0	0	0	0	3.03	0	0	0	0	0	0	0	1.63	10.03	0	0	4.67	0	9.3	0	0	0
hsa-mir-570-3p	0	3.87	0	0	0	0	0	0	0	0	0	0	6.55	0	0.81	0	0	0	0	0	0	0	0	5.67
hsa-mir-570-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22	0	0	0	1.17	0	0	0	0	0
hsa-mir-5700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5701-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5701-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5706	4.51	0	2.01	0	0	0	1.51	0	0	0	0	0	0	0	0	5.02	0	0	0	0	0	0	0	0
hsa-mir-5707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67
hsa-mir-571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-574-3p	18.03	61.99	8.05	10.99	17.4	0	22.71	19.73	8.28	17.63	0	80.57	19.65	44.59	3.26	35.11	150.06	8.89	9.33	33.13	27.9	21.49	236.31	34.04
hsa-mir-574-5p	0	3.87	0	0	0	0	28.76	13.16	0	0	11.47	0	3.27	4.05	74.55	10.03	37.51	17.79	32.67	10.19	0	32.23	0	5.67
hsa-mir-575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-576-3p	0	0	2.01	0	0	0	12.11	19.73	0	7.05	34.42	0	0	4.05	4.07	5.02	0	0	9.33	5.1	0	0	0	11.35
hsa-mir-576-5p	18.03	34.87	18.11	16.48	17.4	47.92	16.65	3.29	24.85	10.58	11.47	10.07	22.92	20.27	3.26	15.05	0	0	14	0	9.3	10.74	0	17.02
hsa-mir-577	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05	0.81	0	0	0	0	0	0	0	0	0
hsa-mir-578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-579-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33	2.55	0	0	0	0
hsa-mir-579-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	5.02	0	0	0	0	0	0	0	0
hsa-mir-580-3p	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-580-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-582-3p	0	15.5	22.14	8.24	17.4	31.95	59.04	32.89	49.69	3.53	0	20.14	19.65	64.85	4.07	25.08	0	8.89	4.67	22.93	27.9	10.74	0	34.04
hsa-mir-582-5p	0	0	2.01	2.75	0	15.97	1.51	6.58	0	0	0	0	0	0	0.81	10.03	0	0	0	2.55	0	10.74	0	11.35
hsa-mir-583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-584-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-584-5p	897.09	1297.83	1237.64	582.45	521.97	559.05	211.93	361.76	265.03	282.13	355.67	342.41	284.88	478.29	95.33	311	562.71	329.09	275.34	1796.52	539.4	741.23	708.94	1134.8
hsa-mir-585-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-585-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-589-3p	0	11.62	4.02	0	0	0	3.03	3.29	0	0	0	10.07	13.1	4.05	1.63	0	0	8.89	2.33	7.64	0	0	0	0
hsa-mir-589-5p	72.13	81.36	132.82	123.63	34.8	143.75	205.88	177.59	157.36	59.95	137.68	231.63	121.15	190.5	112.43	155.5	150.06	168.99	109.67	257.37	93	42.97	236.31	130.5
hsa-mir-590-3p	4.51	11.62	6.04	5.49	0	0	0	0	0	0	0	0	0	16.21	1.63	0	0	0	0	2.55	9.3	10.74	0	0
hsa-mir-590-5p	0	0	0	0	0	0	1.51	0	8.28	0	0	0	0	0	0	5.02	0	0	0	0	0	0	0	0
hsa-mir-591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-592	0	0	2.01	0	17.4	0	13.62	3.29	0	0	0	0	6.55	4.05	5.7	5.02	0	0	4.67	0	0	0	0	0
hsa-mir-593-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-593-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-597-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-597-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-598-3p	13.52	7.75	2.01	8.24	0	0	3.03	9.87	0	3.53	0	0	6.55	0	1.63	20.06	0	0	4.67	10.19	0	0	0	11.35
hsa-mir-598-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.49	0	0
hsa-mir-599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-605-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-605-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-607	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6077-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6077-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6087	31.56	30.99	10.06	16.48	52.2	79.86	885.58	572.24	198.77	45.85	126.21	80.57	32.74	40.53	95.33	65.21	1350.51	71.15	889.01	33.13	55.8	139.65	0	56.74
