miRNA,GSM7886764,GSM7886765,GSM7886766,GSM7886767,GSM7886768,GSM7886769,GSM7886770,GSM7886771,GSM7886772,GSM7886773,GSM7886774,GSM7886775,GSM7886776,GSM7886777,GSM7886778
hsa-miR-5100,570.734,184.2466,44.45685,451.3836,1594.556,759.292,1722.721,1445.613,841.569,788.344,467.6526,1083.898,510.5477,535.2109,2417.338
hsa-miR-511-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-511-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-512-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-512-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-513a-3p,0.1,0.1,0.1,0.1,1.944925,2.727496,0.895294,0.1,1.01258,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-513a-5p,2.85243,30.35122,0.1,60.7043,32.3016,5.5155,27.8694,19.33712,30.27508,9.32579,7.07435,43.6846,5.15536,18.89747,37.971
hsa-miR-513b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-513b-5p,1.34201,3.96567,0.1,12.27557,12.62782,0.85094,12.55504,0.922752,4.489443,1.02894,1.08622,1.92213,0.1,0.899503,6.82719
hsa-miR-513c-3p,0.1,0.1,0.1,0.1,1.81046,0.1,4.49524,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-513c-5p,1.89823,2.52363,0.1,8.25556,10.67391,1.80875,10.39476,0.1,2.17099,0.1,0.1,0.1,0.1,0.1,2.60615
hsa-miR-514a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-514a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-514b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-514b-5p,2.57302,8.17112,0.1,11.93571,18.92931,41.3952,22.41407,22.26496,52.5295,25.11528,24.01342,16.28873,21.21863,13.62433,22.22091
hsa-miR-515-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-515-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-516a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-516a-5p,22.72553,4.49901,0.1,15.44455,25.43665,24.58613,25.70301,10.53888,24.67783,11.36086,13.65023,5.83617,9.90102,7.07406,14.72391
hsa-miR-516b-5p,0.1,0.1,0.1,0.1,1.59603,3.89592,2.14483,2.01851,2.55786,0.1,2.68953,0.1,0.1,1.89919,0.1
hsa-miR-517-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-517a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-517c-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5186,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5187-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5187-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5188,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.40058,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5189-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5189-5p,1.95567,3.98975,0.1,3.41051,4.19751,6.09028,8.91748,12.76326,8.39613,4.71249,5.01127,4.21657,3.75272,2.6914,3.61942
hsa-miR-518a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-518a-5p,0.1,0.1,0.1,0.1,2.32881,0.1,2.92397,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-518b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-518c-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-518c-5p,0.1,0.1,0.1,0.1,0.1,2.37383,0.1,0.1,2.45452,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-518d-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-518e-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-518e-5p,0.1,0.1,0.1,0.1,0.1,2.12304,1.51503,0.1,2.07748,0.1,1.4898,0.1,0.1,0.1,0.1
hsa-miR-518f-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-518f-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5190,0.1,2.2947,0.1,5.67852,5.04748,11.31097,17.89924,12.87076,18.48301,11.29186,10.29673,8.65864,7.13598,5.49646,7.47556
hsa-miR-5191,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5192,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5193,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5194,1.28553,11.30785,0.1,14.58548,9.15019,5.66881,17.57152,9.57324,17.05411,5.2927,11.24573,16.88689,9.66061,6.02065,16.20528
hsa-miR-5195-3p,20.8347,23.5653,0.1,45.5502,46.7168,152.4817,104.8341,147.4297,262.192,128.5438,81.786,58.4719,72.8144,50.3063,78.6782
hsa-miR-5195-5p,1.94553,2.14506,0.1,4.58098,7.7185,3.4727,2.70958,0.1,2.58481,0.1,1.75171,0.1,0.1,0.1,0.1
hsa-miR-5196-3p,3.13254,1.84367,1.28486,4.21561,5.03036,4.82437,4.61181,4.15668,4.75589,4.48221,4.85303,2.46449,4.72428,4.15473,4.30612
hsa-miR-5196-5p,3.27551,5.64888,0.1,5.69011,7.34098,14.52404,11.22114,14.92619,38.036,19.76618,8.53177,6.98224,8.12471,6.95788,6.93371
hsa-miR-5197-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5197-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-519b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-519c-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-519d-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-519d-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-519e-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-519e-5p,0.1,0.1,0.1,0.1,3.80708,10.98638,6.40749,2.00287,9.16042,1.9753,4.96562,0.1,0.1,0.1,0.1
hsa-miR-520a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-520a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-520b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.70726,5.1191,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-520c-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-520d-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-520e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.28857,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-520f-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-520f-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-520g-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-520g-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-520h,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-521,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-522-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-523-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-524-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-525-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-525-5p,0.1,0.1,0.1,0.1,0.1,4.5031,1.28401,0.1,5.62302,1.51819,1.35669,0.1,0.1,0.1,0.1
hsa-miR-526b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-526b-5p,0.1,2.69945,0.1,3.09841,6.38134,15.16384,7.63157,6.26164,13.8961,6.58941,7.69884,4.22866,6.04793,3.80845,7.03058
hsa-miR-532-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-532-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-539-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-539-5p,0.1,6.19631,0.1,0.1,1.00426,0.1,0.1,0.1,0.1,0.1,2.76375,0.1,0.1,0.1,0.1
hsa-miR-541-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-541-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-542-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-542-5p,0.1,0.1,0.1,0.1,0.1,1.79419,4.74408,0.1,4.24597,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-543,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-544a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-544b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-545-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-545-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548aa,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ab,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ac,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ad-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ad-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ae-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ag,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ah-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ai,4.28251,5.74529,3.38702,5.47672,6.57672,6.30505,6.14745,5.64529,5.61744,6.18272,6.49702,5.18164,4.72458,5.08026,5.42187
hsa-miR-548aj-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548aj-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ak,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548al,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548am-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548am-5p,0.1,3.261129,0.1,0.970281,4.178249,4.287215,4.022247,5.53417,5.61146,2.14701,1.987192,0.1,4.056997,0.1,0.1
hsa-miR-548an,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ao-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ao-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ap-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ap-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548aq-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ar-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ar-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548as-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548as-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548at-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548at-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548au-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548au-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548av-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548av-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548aw,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ax,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ay-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ay-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548az-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548az-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548b-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548ba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548bb-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548bb-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548c-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548d-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548d-5p,0.1,0.1,0.1,0.1,0.1,0.783879,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548e-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548e-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548f-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548f-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548g-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548h-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548h-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548i,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548j-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548j-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548k,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548l,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548m,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548n,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548q,10.41615,7.14246,0.1,13.81306,15.47001,22.7772,28.2253,28.1321,16.45554,16.71793,13.82144,8.85207,7.41213,8.36564,12.52452
hsa-miR-548s,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548t-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548u,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548v,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548w,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548x-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-548y,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-549a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-550a-3-5p,3.3711,6.6794,0.1,8.85012,15.48425,20.23983,15.33371,11.9044,26.4871,13.14373,17.9951,13.06452,15.14504,10.66976,21.0778
hsa-miR-550a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-550a-5p,6.55837,8.63933,5.385359,9.70196,11.49024,14.62857,12.55292,9.80606,11.89423,11.41406,12.55801,8.85572,10.53484,8.37532,11.79551
hsa-miR-550b-2-5p,0.1,0.1,0.1,0.1,4.41156,5.24439,3.89713,0.1,5.74936,0.1,1.78564,0.1,0.1,0.1,0.1
hsa-miR-550b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-551a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-551b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-551b-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-552-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-552-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-553,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-554,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-555,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-556-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-556-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-557,6.67892,6.01717,0.1,9.46855,11.05648,37.3228,40.9085,66.2881,120.5097,71.7576,15.13271,13.06598,15.59842,13.49566,16.44431
hsa-miR-5571-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5571-5p,5.57092,6.48054,4.59508,7.45463,7.6647,7.9887,8.01956,6.65632,8.07384,7.82086,8.11525,5.72761,6.62578,6.81427,6.43195
hsa-miR-5572,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5579-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5579-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-558,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5580-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5580-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5581-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5581-5p,1.43659,0.1,0.1,7.7968,6.9243,8.88014,15.21199,7.58649,13.61783,6.20381,9.05563,10.33503,6.10183,6.09054,13.47994
hsa-miR-5582-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5582-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
