miRNA,BRH.1425633_S15,BRH.1425634_S16,BRH.1386871,BRH.1386872,BRH.1386873,X12190,X12104,X12108,X12176,X12256,BRH.1429984_S9,BRH.1429985_S10,BRH.1429986_S11,BRH.1429987_S12,BRH.1429988_S13,BRH.1429989_S14,X1038.24h_S2,X1052.24h_S3,X1108.24h_S4,X1141.24h_S5z,X1231.24h_S6z,X1242.24h_S7z,X1249.24h_S8z,X964.24h_S1,X10018,X10050,X1013,X1016,X1022,X1025,X1027,X1028,X9911,X9931,X9961,X9993,X999,X1038.48h_S18,X1052.48h_S19,X1141.48h_S20z,X1231.48h_S21z,X1242.48h_S22z,X1249.48h_S23z,X964.48h_S17,X1038.96h_S25,X1052.96h_S26,X1231.96h_S27z,X1242.96h_S28z,X964.96h_S24,X1592652_1,X1592653_2,X1592654_3,X1592655_4,X1592656_5,X1592657_6,Aged_patient.1_S29,Aged_patient.2_S30,Aged_patient.3_S31,Aged_patient.4_S32,Aged_patient.5_S33,Aged_patient.6_S34
hsa-miR-486-5p,904,472,0,0,0,0,0,0,0,0,9325,35884,67861,34970,19921,62823,129328,259226,78611,60657,165485,102871,87378,63456,293786,352531,210584,38087,901118,613137,940473,304174,336315,147309,317589,37601,403218,123758,23837,138465,531000,96866,214655,67302,210005,290044,32075,363516,36676,273,299,7765,9096,115,124,28388,352649,112833,183,456485,37404
hsa-miR-487a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,5,5,2,2,7,36,6,0,10,12,13,14,13,5,6,3,17,0,0,0,3,8,4,1,2,0,2,0,0,0,0,0,0,0,0,0,17,29,0,24,5
hsa-miR-487b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,2,1,0,0,0,3,2,0,0,0,2,3,1,0,5,0,0,3,0,0,0,0,0,0,0,4,0,0,4,0
hsa-miR-488-5p,0,0,9,90,300,939,312,1160,2245,1393,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
hsa-miR-489-5p,0,0,2,9,13,37,0,16,46,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-490-5p,0,0,15,61,28,1341,8,3683,18833,1258,0,0,0,0,0,0,2,83,2,0,0,5,0,1,0,2,4,0,4,0,1,0,0,1,0,1,0,0,19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
hsa-miR-491-5p,0,0,274,95,262,3525,34,802,2892,5338,0,0,0,0,0,2,1,2,0,1,2,16,2,3,4,10,11,0,7,4,10,3,2,3,2,1,6,0,2,5,0,7,0,3,2,7,3,20,0,4,0,7,0,0,0,0,3,17,0,10,5
hsa-miR-492,0,0,263,102,266,3711,37,834,3008,5666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-493-5p,0,0,0,0,0,26,0,53,133,45,2,7,0,9,0,0,111,42,16,18,79,201,45,12,27,222,113,12,60,61,77,59,13,27,49,14,178,18,14,22,54,133,155,27,9,2,7,53,8,2,0,0,0,0,0,18,15,105,0,39,1
hsa-miR-494-5p,0,0,0,0,0,4,0,0,8,18,0,0,0,0,0,0,2,1,0,0,0,2,1,1,0,1,3,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-495-5p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-497-5p,0,0,0,0,0,0,0,0,0,0,0,5,0,4,13,0,9,38,1,2,7,8,2,10,81,83,84,0,157,21,123,19,48,6,48,17,7,3,48,14,14,14,15,7,2,1,0,5,3,18,0,1,0,0,17,0,10,23,0,0,0
hsa-miR-498,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4999-5p,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,13,0,0,1,1,1,0,7,10,2,1,2,4,6,0,2,1,1,5,3,0,3,0,2,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,25,0
hsa-miR-499a-5p,7,1,0,0,0,0,0,0,0,0,6,24,31,10,33,56,949,943,62,1027,1110,946,1116,210,8634,12427,2571,78,8765,2559,8243,3089,3824,833,3925,779,258,625,979,468,235,955,325,358,260,61,34,217,347,1,1,0,3,3,9,13,59,175,0,20,17
hsa-miR-499b-5p,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5000-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-5001-5p,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0,0,1,1,0,0,0,0,0,2,0,1,2,0,0,3,0,0,1,1,0,0,1,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5002-5p,0,0,0,0,0,3,0,5,36,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5003-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5004-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0
hsa-miR-5006-5p,0,0,8,97,17,363,0,269,599,468,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
hsa-miR-5007-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5008-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5009-5p,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,7,15,3,0,15,8,13,6,0,6,8,0,12,8,9,4,12,5,6,1,9,2,5,0,8,6,1,6,3,10,12,23,0,0,0,0,0,0,0,1,8,2,0,10,0
hsa-miR-500a-5p,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,3,0,2,0,0,0,2,0,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-500b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2,2,3,0,2,0,0,0,2,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-501-5p,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,5,6,7,4,2,1,2,8,7,10,2,22,7,13,1,7,4,11,2,12,3,1,0,11,5,7,6,5,12,0,19,1,0,0,1,0,0,0,2,16,20,0,21,0
hsa-miR-5010-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,2,21,1,1,7,2,0,3,15,8,10,0,48,13,19,13,2,3,15,0,10,2,0,7,13,0,1,4,5,7,3,19,0,0,0,0,1,0,0,2,30,15,0,29,7
hsa-miR-5011-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-502-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-503-5p,0,6,0,0,0,6,0,0,0,2,0,1,13,12,14,12,90,424,29,33,123,127,125,44,153,150,154,4,404,125,471,120,225,43,201,53,160,61,134,15,183,104,181,109,68,185,26,175,39,0,0,6,0,0,0,36,295,82,0,67,5
hsa-miR-504-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,13,9,7,10,18,35,4,1,0,15,11,0,23,6,21,8,21,5,4,7,6,19,6,3,2,14,1,2,2,2,0,9,5,21,0,3,0,0,8,1,0,12,0,0,0
hsa-miR-505-5p,0,0,0,0,0,0,0,0,0,0,2,0,19,36,14,19,36,86,29,13,76,28,31,12,152,234,117,10,249,222,356,115,243,63,148,53,162,37,17,54,129,58,67,22,42,68,20,73,16,6,0,0,10,0,0,35,82,68,0,83,2
hsa-miR-506-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-508-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,4,0,1,0,1,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-5088-5p,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5089-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-509-3-5p,0,0,1,38,22,22,0,16,72,40,0,0,0,0,0,0,20,31,1,0,1,0,0,2,14,170,43,10,34,6,7,1,15,6,10,2,11,2,3,0,0,0,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-509-5p,0,0,0,5,8,48,5,24,40,117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5090,0,0,0,12,0,32,0,65,71,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,0,2,1,6,2,0,0,0,0,1,0,0,0,5,0,11,1,0,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
hsa-miR-5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5096,0,0,0,0,0,2,0,2,0,0,0,0,10,5,1,0,4,18,7,8,11,6,12,8,17,9,3,3,15,14,17,15,5,19,6,16,4,5,11,14,5,8,45,18,5,7,0,5,27,0,0,0,0,0,0,0,18,7,0,0,2
hsa-miR-510-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-511-5p,42,30,0,0,0,0,0,0,0,0,11,73,61,117,81,73,192,1098,156,197,349,93,377,236,562,300,260,225,549,117,658,288,689,303,1062,556,62,249,392,58,138,172,1026,488,161,115,47,69,220,0,0,10,34,0,0,36,147,576,0,83,54
hsa-miR-512-5p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-513a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-513b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-513c-5p,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,1,3,0,0,0,2,1,0,29,108,14,0,36,7,5,5,19,4,3,0,5,0,3,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,4,0,3,0,24,0
hsa-miR-514a-5p,0,0,4,98,136,206,7,201,501,1364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-514b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-515-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-516a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,8,1,17,0,7,2,5,0,2,4,0,0,0,3,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-516b-5p,30,0,0,0,0,0,0,0,0,4,9,0,21,28,11,24,11,8,16,5,9,20,7,8,1,16,20,18,38,4,8,11,27,8,15,2,3,19,6,0,5,22,10,20,12,5,2,14,9,5,0,9,0,0,0,2,25,6,0,17,0
hsa-miR-517-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5187-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,1,1,0,3,2,0,0,0,3,3,0,1,0,3,1,2,0,8,0,2,4,0,0,9,6,3,2,0,6,1,0,0,0,0,0,15,0,0,0,0,6,0,23,5
hsa-miR-5189-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,18,13,4,7,15,9,11,1,18,0,32,9,4,7,19,1,25,4,4,6,41,27,27,4,1,21,6,29,0,0,0,0,0,0,0,1,37,31,0,29,8
hsa-miR-518a-5p,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-518c-5p,0,0,0,0,8,4,0,24,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-518d-5p,0,0,0,0,8,4,0,24,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-518e-5p,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,0,0,0,0,1,1,0,0,1,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-518f-5p,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5195-5p,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5196-5p,0,0,0,0,0,4,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5197-5p,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-519a-5p,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,6,4,13,1,4,0,12,2,0,1,1,3,0,0,0,2,1,3,4,4,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0
hsa-miR-519b-5p,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,1,0,0,1,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-519c-5p,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,1,0,0,1,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-519d-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-519e-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-520a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-520c-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-520d-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-520f-5p,0,0,0,0,0,1,0,3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-520g-5p,0,0,0,0,0,1,0,3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hsa-miR-522-5p,0,0,0,0,0,1,0,3,4,20,1,1,1,0,0,2,0,0,0,0,1,1,0,0,1,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-523-5p,0,0,0,0,0,1,0,3,4,20,1,1,1,0,0,2,0,0,0,0,1,1,0,0,1,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-524-5p,0,0,0,0,0,1,0,3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-525-5p,0,0,0,0,0,1,0,3,4,20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-526a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-526b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,1,0,0,0,0,2,0,0,0,6,3,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-532-5p,49,44,0,0,0,1,0,3,4,41,259,544,1041,823,412,1435,2493,10051,934,840,2449,4400,1638,1067,4427,4426,2922,248,10154,4217,6626,3150,4956,1850,6443,1427,3798,1802,3931,1278,4453,3468,4540,1664,2614,6169,1316,7444,783,59,20,59,66,13,0,558,6787,5555,5,6588,1674
hsa-miR-539-5p,0,0,0,0,0,1,0,3,4,41,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,2,0,5,0,3,1,0,1,0,0,3,1,1,0,1,4,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2
hsa-miR-541-5p,0,0,0,0,0,1,0,3,4,41,0,0,0,0,0,0,0,1,0,2,1,0,0,1,8,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-542-5p,0,0,0,0,0,1,0,3,4,41,0,0,0,0,0,0,1,3,0,0,0,7,3,0,0,0,1,0,2,0,1,0,2,0,7,0,1,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
hsa-miR-545-5p,0,0,0,0,0,1,0,3,4,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548a-5p,0,0,0,0,0,1,0,3,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548ab,0,0,0,0,0,1,0,3,4,20,0,0,10,0,0,0,1,4,1,0,1,3,3,0,2,3,4,2,7,3,9,2,5,0,7,1,2,1,3,0,5,0,3,2,1,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0
hsa-miR-548ad-5p,0,0,0,0,0,1,0,3,4,20,0,2,11,11,3,0,4,22,2,1,7,10,10,1,31,19,12,1,39,32,56,17,15,5,17,4,31,1,8,0,16,4,10,3,2,5,3,10,0,0,0,0,0,0,0,2,8,1,0,5,1
hsa-miR-548ae-5p,0,0,0,0,0,1,0,3,4,20,0,2,2,0,2,0,5,15,0,1,11,11,16,3,30,22,16,1,41,30,56,20,27,13,26,5,23,4,5,6,17,9,13,3,3,6,4,23,0,0,0,0,3,0,0,4,8,1,0,6,1
hsa-miR-548ag,0,0,0,0,0,1,0,5,7,41,0,6,0,0,0,9,4,0,0,2,14,16,3,0,0,3,3,0,7,4,9,3,1,0,5,0,5,2,1,1,10,10,10,0,1,0,1,3,0,0,0,0,0,0,0,3,0,4,0,3,0
hsa-miR-548ah-5p,0,0,0,0,0,1,0,3,4,20,0,0,0,0,0,0,0,62,0,0,0,0,0,1,7,8,0,0,0,1,0,0,0,0,3,17,1,1,53,0,0,0,0,7,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-548ai,0,0,0,0,0,1,0,3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-548aj-5p,0,0,0,0,0,1,0,3,4,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548ak,0,0,0,0,0,1,0,3,4,20,0,0,0,0,0,0,2,4,0,1,4,5,2,0,2,3,3,0,4,2,2,3,5,1,3,0,6,2,2,0,6,2,3,3,0,2,0,4,0,0,0,0,0,0,0,1,0,1,0,0,1
